0.884786 	1 	1
0.858608 	1 	1
0.858039 	1 	1
0.850517 	1 	0
0.84485 	1 	0
0.831882 	1 	1
0.826886 	1 	1
0.812688 	1 	0
0.811337 	1 	1
0.803115 	1 	0
0.797551 	1 	0
0.793812 	1 	0
0.788936 	1 	0
0.787074 	1 	0
0.786309 	1 	1
0.784169 	1 	1
0.7779 	1 	0
0.768266 	1 	1
0.766758 	1 	0
0.766604 	1 	1
0.766491 	1 	0
0.763089 	1 	0
0.762834 	1 	1
0.761169 	1 	0
0.755019 	1 	0
0.754016 	1 	0
0.753673 	1 	0
0.753096 	1 	1
0.752671 	1 	0
0.751887 	1 	0
0.750692 	1 	2
0.749957 	1 	0
0.747895 	1 	1
0.744672 	1 	0
0.743427 	1 	0
0.741334 	1 	0
0.741008 	1 	0
0.738424 	1 	0
0.735277 	1 	0
0.734677 	1 	0
0.732421 	1 	0
0.727839 	1 	0
0.726512 	1 	0
0.726228 	1 	1
0.721367 	1 	1
0.720277 	1 	0
0.719283 	1 	0
0.719065 	1 	1
0.716806 	1 	0
0.715381 	1 	1
0.715042 	1 	1
0.714549 	1 	0
0.712735 	1 	1
0.712272 	1 	0
0.710352 	1 	1
0.709357 	1 	0
0.708659 	1 	1
0.707068 	1 	1
0.706937 	1 	0
0.705414 	1 	0
0.705025 	1 	0
0.704516 	1 	0
0.704483 	1 	0
0.70436 	1 	0
0.704354 	1 	1
0.703216 	1 	0
0.703155 	1 	0
0.702909 	1 	1
0.702678 	1 	0
0.701747 	1 	1
0.700948 	1 	0
0.700916 	1 	0
0.700319 	1 	0
0.699061 	1 	1
0.698373 	1 	0
0.697806 	1 	0
0.697323 	1 	0
0.696746 	1 	0
0.695871 	1 	0
0.695508 	1 	0
0.69533 	1 	1
0.694126 	1 	0
0.693891 	1 	1
0.693009 	1 	0
0.691685 	1 	1
0.690999 	1 	1
0.690409 	1 	0
0.68901 	1 	1
0.688619 	1 	0
0.685812 	1 	1
0.685554 	1 	1
0.685323 	1 	1
0.685059 	1 	0
0.684439 	1 	0
0.683948 	1 	1
0.683693 	1 	0
0.682708 	1 	0
