AUC:0.776317325296	show_sum:56358	clk_sum:1936
Max bucket num: 56358
0.001	458
0.002	154
0.003	134
0.004	148
0.005	131
0.006	146
0.007	154
0.008	161
0.009	144
0.01	135
0.011	133
0.012	173
0.013	140
0.014	151
0.015	141
0.016	127
0.017	144
0.018	158
0.019	141
0.02	155
0.021	134
0.022	146
0.023	161
0.024	148
0.025	142
0.026	147
0.027	158
0.028	164
0.029	154
0.03	159
0.031	173
0.032	175
0.033	142
0.034	148
0.035	149
0.036	173
0.037	171
0.038	150
0.039	150
0.04	171
0.041	175
0.042	161
0.043	149
0.044	162
0.045	157
0.046	157
0.047	177
0.048	184
0.049	165
0.05	184
0.051	160
0.052	178
0.053	186
0.054	166
0.055	187
0.056	148
0.057	180
0.058	189
0.059	171
0.06	180
0.061	183
0.062	211
0.063	195
0.064	177
0.065	183
0.066	178
0.067	198
0.068	192
0.069	198
0.07	174
0.071	175
0.072	205
0.073	165
0.074	173
0.075	203
0.076	183
0.077	197
0.078	199
0.079	206
0.08	196
0.081	189
0.082	209
0.083	182
0.084	198
0.085	199
0.086	200
0.087	188
0.088	197
0.089	192
0.09	210
0.091	211
0.092	182
0.093	190
0.094	202
0.095	192
0.096	186
0.097	178
0.098	190
0.099	185
0.1	208
0.101	196
0.102	192
0.103	191
0.104	192
0.105	199
0.106	179
0.107	214
0.108	184
0.109	190
0.11	209
0.111	170
0.112	217
0.113	213
0.114	176
0.115	193
0.116	186
0.117	204
0.118	207
0.119	191
0.12	181
0.121	180
0.122	187
0.123	173
0.124	185
0.125	190
0.126	187
0.127	184
0.128	178
0.129	198
0.13	206
0.131	194
0.132	182
0.133	166
0.134	188
0.135	152
0.136	180
0.137	179
0.138	153
0.139	197
0.14	165
0.141	189
0.142	181
0.143	168
0.144	169
0.145	164
0.146	195
0.147	168
0.148	182
0.149	170
0.15	186
0.151	167
0.152	165
0.153	161
0.154	158
0.155	152
0.156	167
0.157	158
0.158	188
0.159	132
0.16	145
0.161	140
0.162	148
0.163	149
0.164	145
0.165	162
0.166	132
0.167	146
0.168	165
0.169	162
0.17	130
0.171	158
0.172	121
0.173	159
0.174	167
0.175	123
0.176	149
0.177	156
0.178	146
0.179	141
0.18	125
0.181	133
0.182	123
0.183	137
0.184	128
0.185	130
0.186	132
0.187	139
0.188	132
0.189	143
0.19	129
0.191	128
0.192	119
0.193	118
0.194	125
0.195	116
0.196	120
0.197	128
0.198	133
0.199	122
0.2	101
0.201	121
0.202	99
0.203	130
0.204	128
0.205	143
0.206	139
0.207	119
0.208	152
0.209	143
0.21	157
0.211	131
0.212	126
0.213	147
0.214	141
0.215	128
0.216	120
0.217	132
0.218	109
0.219	128
0.22	151
0.221	126
0.222	130
0.223	138
0.224	123
0.225	140
0.226	94
0.227	125
0.228	127
0.229	112
0.23	115
0.231	114
0.232	106
0.233	112
0.234	114
0.235	125
0.236	114
0.237	129
0.238	131
0.239	109
0.24	105
0.241	97
0.242	114
0.243	125
0.244	104
0.245	118
0.246	113
0.247	100
0.248	107
0.249	114
0.25	92
0.251	97
0.252	118
0.253	128
0.254	95
0.255	108
0.256	123
0.257	104
0.258	131
0.259	94
0.26	98
0.261	100
0.262	98
0.263	111
0.264	102
0.265	105
0.266	91
0.267	102
0.268	116
0.269	86
0.27	95
0.271	83
0.272	113
0.273	98
0.274	109
0.275	91
0.276	92
0.277	94
0.278	92
0.279	84
0.28	82
0.281	105
0.282	94
0.283	87
0.284	89
0.285	85
0.286	85
0.287	104
0.288	84
0.289	93
0.29	85
0.291	92
0.292	86
0.293	56
0.294	101
0.295	93
0.296	78
0.297	75
0.298	94
0.299	92
0.3	86
0.301	87
0.302	78
0.303	96
0.304	88
0.305	91
0.306	75
0.307	80
0.308	89
0.309	80
0.31	81
0.311	92
0.312	76
0.313	88
0.314	78
0.315	80
0.316	88
0.317	78
0.318	72
0.319	72
0.32	91
0.321	78
0.322	79
0.323	88
0.324	85
0.325	83
0.326	71
0.327	80
0.328	78
0.329	68
0.33	78
0.331	84
0.332	83
0.333	66
0.334	82
0.335	68
0.336	74
0.337	61
0.338	71
0.339	76
0.34	69
0.341	82
0.342	80
0.343	67
0.344	68
0.345	63
0.346	77
0.347	73
0.348	73
0.349	61
0.35	56
0.351	50
0.352	59
0.353	55
0.354	68
0.355	55
0.356	57
0.357	66
0.358	67
0.359	60
0.36	63
0.361	53
0.362	61
0.363	71
0.364	71
0.365	53
0.366	60
0.367	55
0.368	56
0.369	59
0.37	58
0.371	52
0.372	51
0.373	68
0.374	54
0.375	57
0.376	51
0.377	55
0.378	47
0.379	62
0.38	54
0.381	48
0.382	70
0.383	57
0.384	62
0.385	39
0.386	57
0.387	54
0.388	56
0.389	49
0.39	45
0.391	43
0.392	50
0.393	45
0.394	39
0.395	54
0.396	41
0.397	62
0.398	48
0.399	42
0.4	57
0.401	60
0.402	64
0.403	46
0.404	39
0.405	49
0.406	43
0.407	51
0.408	36
0.409	57
0.41	46
0.411	44
0.412	30
0.413	42
0.414	35
0.415	33
0.416	42
0.417	39
0.418	48
0.419	36
0.42	37
0.421	34
0.422	46
0.423	46
0.424	38
0.425	35
0.426	35
0.427	29
0.428	35
0.429	42
0.43	33
0.431	42
0.432	45
0.433	35
0.434	45
0.435	28
0.436	32
0.437	32
0.438	40
0.439	45
0.44	32
0.441	38
0.442	41
0.443	33
0.444	44
0.445	38
0.446	45
0.447	27
0.448	28
0.449	25
0.45	38
0.451	32
0.452	37
0.453	26
0.454	29
0.455	36
0.456	33
0.457	30
0.458	35
0.459	33
0.46	35
0.461	36
0.462	26
0.463	33
0.464	27
0.465	29
0.466	26
0.467	30
0.468	23
0.469	22
0.47	26
0.471	25
0.472	24
0.473	31
0.474	31
0.475	37
0.476	26
0.477	26
0.478	31
0.479	18
0.48	22
0.481	28
0.482	23
0.483	26
0.484	20
0.485	21
0.486	34
0.487	19
0.488	24
0.489	31
0.49	21
0.491	16
0.492	18
0.493	25
0.494	18
0.495	13
0.496	22
0.497	17
0.498	23
0.499	22
0.5	15
0.501	21
0.502	17
0.503	20
0.504	18
0.505	23
0.506	18
0.507	11
0.508	16
0.509	22
0.51	18
0.511	24
0.512	21
0.513	24
0.514	26
0.515	17
0.516	22
0.517	16
0.518	18
0.519	19
0.52	19
0.521	16
0.522	15
0.523	18
0.524	21
0.525	22
0.526	18
0.527	11
0.528	13
0.529	22
0.53	18
0.531	10
0.532	16
0.533	11
0.534	17
0.535	10
0.536	11
0.537	20
0.538	14
0.539	22
0.54	16
0.541	16
0.542	12
0.543	14
0.544	16
0.545	10
0.546	5
0.547	8
0.548	11
0.549	16
0.55	15
0.551	15
0.552	16
0.553	7
0.554	7
0.555	11
0.556	17
0.557	8
0.558	17
0.559	5
0.56	17
0.561	9
0.562	10
0.563	11
0.564	10
0.565	13
0.566	12
0.567	7
0.568	11
0.569	12
0.57	10
0.571	5
0.572	8
0.573	7
0.574	11
0.575	12
0.576	12
0.577	13
0.578	10
0.579	12
0.58	6
0.581	13
0.582	9
0.583	13
0.584	11
0.585	6
0.586	7
0.587	12
0.588	13
0.589	3
0.59	11
0.591	7
0.592	7
0.593	9
0.594	6
0.595	5
0.596	9
0.597	5
0.598	3
0.599	11
0.6	7
0.601	7
0.602	4
0.603	3
0.604	6
0.605	8
0.606	8
0.607	3
0.608	5
0.609	4
0.61	4
0.611	8
0.612	4
0.613	6
0.614	5
0.615	2
0.616	5
0.617	5
0.618	5
0.619	4
0.62	5
0.621	7
0.622	4
0.623	5
0.624	7
0.625	7
0.626	5
0.627	4
0.628	3
0.629	3
0.63	8
0.631	3
0.632	4
0.633	0
0.634	4
0.635	7
0.636	3
0.637	2
0.638	3
0.639	4
0.64	2
0.641	5
0.642	5
0.643	5
0.644	2
0.645	4
0.646	2
0.647	1
0.648	4
0.649	2
0.65	2
0.651	2
0.652	3
0.653	7
0.654	3
0.655	5
0.656	6
0.657	4
0.658	4
0.659	1
0.66	3
0.661	1
0.662	3
0.663	1
0.664	3
0.665	2
0.666	2
0.667	4
0.668	3
0.669	2
0.67	3
0.671	4
0.672	0
0.673	4
0.674	2
0.675	3
0.676	1
0.677	1
0.678	1
0.679	5
0.68	2
0.681	0
0.682	1
0.683	2
0.684	2
0.685	1
0.686	4
0.687	0
0.688	0
0.689	1
0.69	1
0.691	2
0.692	1
0.693	0
0.694	2
0.695	1
0.696	3
0.697	1
0.698	2
0.699	1
0.7	1
0.701	3
0.702	1
0.703	2
0.704	2
0.705	4
0.706	2
0.707	1
0.708	1
0.709	1
0.71	1
0.711	1
0.712	0
0.713	2
0.714	0
0.715	1
0.716	2
0.717	1
0.718	0
0.719	0
0.72	2
0.721	1
0.722	1
0.723	0
0.724	0
0.725	0
0.726	0
0.727	2
0.728	1
0.729	0
0.73	0
0.731	0
0.732	0
0.733	1
0.734	0
0.735	1
0.736	1
0.737	0
0.738	0
0.739	1
0.74	0
0.741	0
0.742	2
0.743	0
0.744	1
0.745	1
0.746	0
0.747	0
0.748	1
0.749	0
0.75	1
0.751	1
0.752	1
0.753	1
0.754	2
0.755	1
0.756	1
0.757	0
0.758	0
0.759	0
0.76	0
0.761	0
0.762	1
0.763	1
0.764	1
0.765	0
0.766	0
0.767	3
0.768	0
0.769	1
0.77	0
0.771	0
0.772	0
0.773	0
0.774	0
0.775	0
0.776	0
0.777	0
0.778	1
0.779	0
0.78	0
0.781	0
0.782	0
0.783	0
0.784	0
0.785	1
0.786	0
0.787	1
0.788	1
0.789	1
0.79	0
0.791	0
0.792	0
0.793	0
0.794	1
0.795	0
0.796	0
0.797	0
0.798	1
0.799	0
0.8	0
0.801	0
0.802	0
0.803	0
0.804	1
0.805	0
0.806	0
0.807	0
0.808	0
0.809	0
0.81	0
0.811	0
0.812	1
0.813	1
0.814	0
0.815	0
0.816	0
0.817	0
0.818	0
0.819	0
0.82	0
0.821	0
0.822	0
0.823	0
0.824	0
0.825	0
0.826	0
0.827	1
0.828	0
0.829	0
0.83	0
0.831	0
0.832	1
0.833	0
